station,date,prcp,tobs
USC00514830,40652,0,22.8
USC00514830,40653,0,21.7
USC00514830,40654,0,23.3
USC00514830,40655,0,22.8
USC00514830,40656,1,25
USC00514830,40658,0,23.3
USC00514830,40659,0,23.3
USC00514830,40660,0.8,21.7
USC00514830,40661,0,23.3
USC00514830,40662,8.6,22.2
USC00514830,40663,3,23.9
USC00514830,40665,,23.9
USC00514830,40666,16.3,21.7
USC00514830,40667,2.8,22.8
USC00514830,40668,2,21.7
USC00514830,40669,10.2,20.6
USC00514830,40670,25.1,21.1
USC00514830,40672,,22.2
USC00514830,40673,9.7,22.8
USC00514830,40674,0.3,22.8
USC00514830,40675,0,22.8
USC00514830,40676,0,22.8
USC00514830,40679,0,23.3
USC00514830,40680,0,22.8
USC00514830,40681,14.2,20
USC00514830,40682,0.5,23.3
USC00514830,40683,0,23.3
USC00514830,40685,,22.8
USC00514830,40686,0,23.3
USC00514830,40687,0,23.3
USC00514830,40688,0.3,22.8
USC00514830,40689,0.5,22.8
USC00514830,40690,2.3,23.3
USC00514830,40692,,23.9
USC00514830,40694,0,23.3
USC00514830,40695,4.8,22.2
USC00514830,40696,1,22.8
USC00514830,40697,44.4,19.4
USC00514830,40698,29,20.6
USC00514830,40699,91.4,24.4
USC00514830,40700,0,22.8
USC00514830,40701,1.3,21.1
USC00514830,40702,4.3,22.2
USC00514830,40703,0,23.3
USC00514830,40704,0.5,22.2
USC00514830,40707,,22.2
USC00514830,40708,0.5,23.9
USC00514830,40709,0,22.8
USC00514830,40710,3.3,22.8
USC00514830,40711,0,22.2
USC00514830,40712,0,23.3
USC00514830,40713,3,24.4
USC00514830,40715,,22.2
USC00514830,40716,5.1,23.3
USC00514830,40717,2.3,21.1
USC00514830,40718,4.3,23.3
USC00514830,40719,0.8,23.3
USC00514830,40721,,23.3
USC00514830,40722,3,21.7
USC00514830,40725,0.3,23.3
USC00514830,40727,,25
USC00514830,40728,0.5,24.4
USC00514830,40729,3.6,22.8
USC00514830,40730,0,22.8
USC00514830,40731,1.5,22.8
USC00514830,40732,3.8,23.3
USC00514830,40733,1.8,23.3
USC00514830,40734,0.5,24.4
USC00514830,40736,,23.9
USC00514830,40737,0.8,23.9
USC00514830,40738,0.3,23.3
USC00514830,40739,3.3,24.4
USC00514830,40740,0.5,25
USC00514830,40742,,24.4
USC00514830,40743,0.3,23.9
USC00514830,40744,2.5,23.3
USC00514830,40745,0,24.4
USC00514830,40746,1.8,23.9
USC00514830,40749,,23.9
USC00514830,40750,0.3,22.8
USC00514830,40751,3.3,23.3
USC00514830,40752,0,23.3
USC00514830,40753,1,23.9
USC00514830,40754,9.9,24.4
USC00514830,40756,0,22.2
USC00514830,40757,0.8,23.3
USC00514830,40758,0.5,22.8
USC00514830,40759,0.3,23.3
USC00514830,40760,0.5,22.8
USC00514830,40762,0,25.6
USC00514830,40768,,25
USC00514830,40770,,23.9
USC00514830,40771,0.3,22.8
USC00514830,40772,0,23.3
USC00514830,40773,0,24.4
USC00514830,40780,,23.9
USC00514830,40781,1.5,24.4
USC00514830,40782,3,25.6
USC00514830,40784,,23.9
USC00514830,40785,2.8,23.9
USC00514830,40786,3,23.9
USC00514830,40787,0.8,23.9
USC00514830,40788,2,23.9
USC00514830,40789,1.8,24.4
USC00514830,40790,0.8,25.6
USC00514830,40792,,21.7
USC00514830,40793,0,23.3
USC00514830,40795,,24.4
USC00514830,40796,5.8,25.6
USC00514830,40798,,24.4
USC00514830,40799,1.3,23.3
USC00514830,40800,0,24.4
USC00514830,40801,0.5,23.9
USC00514830,40802,0.5,23.9
USC00514830,40803,1,25.6
USC00514830,40805,,25
USC00514830,40806,0,23.9
USC00514830,40807,1.5,23.9
USC00514830,40808,0,23.9
USC00514830,40809,0.8,23.3
USC00514830,40812,0,22.2
USC00514830,40813,0,23.9
USC00514830,40814,0.5,23.9
USC00514830,40815,0,23.3
USC00514830,40816,0.5,24.4
USC00514830,40817,4.8,25
USC00514830,40818,0,24.4
USC00514830,40819,0,24.4
USC00514830,40820,2,23.3
USC00514830,40821,0.8,24.4
USC00514830,40822,2,21.1
USC00514830,40823,0.5,22.8
USC00514830,40824,0.3,24.4
USC00514830,40826,,25
USC00514830,40827,1.8,23.9
USC00514830,40828,0.3,23.9
USC00514830,40829,2.8,23.3
USC00514830,40830,0.3,22.8
USC00514830,40831,2,23.3
USC00514830,40833,0,23.9
USC00514830,40834,0,22.2
USC00514830,40835,13.7,20
USC00514830,40836,1.8,22.8
USC00514830,40837,0,22.8
USC00514830,40838,0,25
USC00514830,40840,,21.1
USC00514830,40841,0,23.3
USC00514830,40842,0,22.8
USC00514830,40843,0,22.2
USC00514830,40844,2,22.8
USC00514830,40845,0,24.4
USC00514830,40846,6.9,23.9
USC00514830,40847,9.9,23.3
USC00514830,40848,17.8,23.3
USC00514830,40849,3,20.6
USC00514830,40850,3,22.2
USC00514830,40851,10.2,21.7
USC00514830,40852,1.5,23.3
USC00514830,40854,,22.2
USC00514830,40855,2,22.2
USC00514830,40856,0.5,21.7
USC00514830,40857,1.3,23.3
USC00514830,40858,1.8,23.9
USC00514830,40861,,23.3
USC00514830,40862,0,21.7
USC00514830,40863,0,22.2
USC00514830,40864,0,22.8
USC00514830,40865,5.3,22.2
USC00514830,40866,2.3,23.3
USC00514830,40868,,22.2
USC00514830,40869,1,22.2
USC00514830,40870,0,21.7
USC00514830,40872,0,23.3
USC00514830,40874,,21.7
USC00514830,40875,0,20.6
USC00514830,40876,0,19.4
USC00514830,40877,3.6,19.4
USC00514830,40878,1,21.1
USC00514830,40879,6.1,20
USC00514830,40880,0.5,22.8
USC00514830,40881,0,21.7
USC00514830,40882,0,21.7
USC00514830,40883,0,21.1
USC00514830,40884,1,21.1
USC00514830,40885,0,21.1
USC00514830,40886,0.5,21.1
USC00514830,40887,9.1,22.2
USC00514830,40889,,23.3
USC00514830,40890,11.9,21.7
USC00514830,40891,2.5,21.1
USC00514830,40892,1,21.1
USC00514830,40893,1.8,20.6
USC00514830,40895,,21.7
USC00514830,40896,4.1,21.1
USC00514830,40897,1.3,21.1
USC00514830,40898,6.4,22.2
USC00514830,40899,3,22.2
USC00514830,40901,,22.2
USC00514830,40903,,22.2
USC00514830,40904,0.8,22.2
USC00514830,40906,,21.1
USC00514830,40907,0,18.9
USC00514830,40908,2,21.7
USC00514830,40909,0,21.1
USC00514830,40911,0,19.4
USC00514830,40912,0,21.1
USC00514830,40913,0,21.1
USC00514830,40914,0,21.7
USC00514830,40915,0,21.7
USC00514830,40916,0,21.7
USC00514830,40917,0,22.8
USC00514830,40918,0,21.1
USC00514830,40919,0,19.4
USC00514830,40920,0,18.3
USC00514830,40921,0,18.9
USC00514830,40923,,22.8
USC00514830,40924,11.4,22.8
USC00514830,40925,3,22.8
USC00514830,40926,0.5,22.2
USC00514830,40927,0,18.9
USC00514830,40928,0,21.7
USC00514830,40930,,23.3
USC00514830,40932,0,17.8
USC00514830,40933,5.8,21.1
USC00514830,40934,0,21.7
USC00514830,40935,6.4,17.2
USC00514830,40937,0,23.3
USC00514830,40938,2,19.4
USC00514830,40939,0.3,19.4
USC00514830,40940,0,20
USC00514830,40941,0,21.1
USC00514830,40942,0,17.8
USC00514830,40944,,23.3
USC00514830,40945,0.3,21.1
USC00514830,40946,5.3,23.9
USC00514830,40947,1.8,18.9
USC00514830,40948,0.8,18.3
USC00514830,40949,0.3,20
USC00514830,40951,,22.2
USC00514830,40952,0,21.1
USC00514830,40953,2.8,20.6
USC00514830,40954,0,20
USC00514830,40955,0,21.1
USC00514830,40956,2.3,20.6
USC00514830,40957,2.5,22.2
USC00514830,40959,,20.6
USC00514830,40960,0.5,21.1
USC00514830,40961,1,21.1
USC00514830,40962,1.5,20.6
USC00514830,40963,0.3,20
USC00514830,40966,,21.1
USC00514830,40967,0.8,20.6
USC00514830,40968,0,21.1
USC00514830,40969,0,20.6
USC00514830,40970,0,21.7
USC00514830,40973,,18.9
USC00514830,40974,47.8,18.9
USC00514830,40975,25.7,18.3
USC00514830,40976,6.6,18.9
USC00514830,40977,16.3,17.2
USC00514830,40978,8.9,21.7
USC00514830,40979,2.8,21.1
USC00514830,40980,2.3,20
USC00514830,40981,0,19.4
USC00514830,40982,0,20
USC00514830,40983,0,20
USC00514830,40984,0,20
USC00514830,40988,,17.2
USC00514830,40990,,21.7
USC00514830,40994,,20
USC00514830,40995,3.6,18.9
USC00514830,40996,0,20
USC00514830,40997,0,20.6
USC00514830,40998,0,20.6
USC00514830,41000,,22.2
USC00514830,41002,,22.2
USC00514830,41003,0,21.1
USC00514830,41004,0.3,21.1
USC00514830,41005,0,21.1
USC00514830,41008,,20
USC00514830,41009,3.6,18.3
USC00514830,41010,0.8,20
USC00514830,41011,0.3,21.1
USC00514830,41012,0,20.6
USC00514830,41013,0,22.2
USC00514830,41014,0.5,22.2
USC00514830,41015,0,22.8
USC00514830,41016,0,21.7
USC00514830,41017,0,20.6
USC00514830,41018,0,21.1
USC00514830,41019,0,21.1
USC00514830,41022,,20
USC00514830,41023,0,20.6
USC00514830,41024,1.8,19.4
USC00514830,41025,0.3,21.1
USC00514830,41026,1.8,21.7
USC00514830,41029,,21.7
USC00514830,41081,2,23.9
USC00514830,41082,0.3,23.9
USC00514830,41084,,24.4
USC00514830,41085,3,25
USC00514830,41086,0.8,23.9
USC00514830,41087,5.1,23.3
USC00514830,41088,0,23.9
USC00514830,41089,5.8,24.4
USC00514830,41090,0.5,25.6
USC00514830,41091,0.5,25.6
USC00514830,41092,0,24.4
USC00514830,41093,1.3,23.9
USC00514830,41094,4.8,23.9
USC00514830,41095,2.8,24.4
USC00514830,41096,1,23.9
USC00514830,41097,2.5,25
USC00514830,41098,0,25.6
USC00514830,41099,0.3,25
USC00514830,41100,0.8,23.3
USC00514830,41101,0,24.4
USC00514830,41102,0.5,21.7
USC00514830,41103,3,25
USC00514830,41104,0.8,26.1
USC00514830,41105,3.3,22.2
USC00514830,41106,4.3,24.4
USC00514830,41107,2.5,25
USC00514830,41108,1.3,25
USC00514830,41109,4.1,24.4
USC00514830,41110,1.3,22.8
USC00514830,41111,3,26.1
USC00514830,41112,0,26.1
USC00514830,41113,0.3,25
USC00514830,41114,0,24.4
USC00514830,41115,0,26.1
USC00514830,41116,0.3,25
USC00514830,41117,2.8,25
USC00514830,41118,5.3,26.1
USC00514830,41119,2.5,25
USC00514830,41120,0,25
USC00514830,41121,2.5,24.4
USC00514830,41127,,26.7
USC00514830,41134,,25.6
USC00514830,41135,1.5,23.9
USC00514830,41136,0.3,24.4
USC00514830,41137,0.5,25
USC00514830,41138,0,22.8
USC00514830,41141,,26.1
USC00514830,41142,0.3,26.1
USC00514830,41143,0.8,25
USC00514830,41144,0.5,25.6
USC00514830,41145,0,25.6
USC00514830,41148,,22.8
USC00514830,41149,5.8,23.9
USC00514830,41150,0,23.3
USC00514830,41151,3.3,25
USC00514830,41152,0,24.4
USC00514830,41153,0,26.1
USC00514830,41155,,24.4
USC00514830,41156,0.5,25
USC00514830,41157,1.3,22.8
USC00514830,41158,1.8,24.4
USC00514830,41159,3.6,24.4
USC00514830,41162,,25
USC00514830,41163,4.1,25
USC00514830,41164,0,23.9
USC00514830,41165,0,24.4
USC00514830,41166,0,25
USC00514830,41169,,26.7
USC00514830,41170,1,22.2
USC00514830,41171,1.3,25.6
USC00514830,41172,4.3,24.4
USC00514830,41173,1.3,24.4
USC00514830,41174,0.8,26.1
USC00514830,41175,1,23.9
USC00514830,41176,1.5,24.4
USC00514830,41177,0,25
USC00514830,41178,0,24.4
USC00514830,41179,0,25
USC00514830,41180,3.8,25
USC00514830,41181,2,26.7
USC00514830,41183,,26.7
USC00514830,41184,0,24.4
USC00514830,41185,0,25
USC00514830,41186,0,25.6
USC00514830,41187,0,24.4
USC00514830,41188,0,26.1
USC00514830,41189,0,27.2
USC00514830,41190,1,26.7
USC00514830,41191,0,26.1
USC00514830,41192,0,23.3
USC00514830,41193,0,26.7
USC00514830,41194,0,25.6
USC00514830,41196,,26.1
USC00514830,41197,1.5,26.7
USC00514830,41198,0.3,24.4
USC00514830,41199,3.6,22.8
USC00514830,41200,1.5,23.3
USC00514830,41201,0,25
USC00514830,41202,0,24.4
USC00514830,41204,,25.6
USC00514830,41205,0,25.6
USC00514830,41206,2.8,23.3
USC00514830,41207,18.3,23.9
USC00514830,41208,0,23.9
USC00514830,41209,0,26.7
USC00514830,41211,,26.7
USC00514830,41212,0.8,25
USC00514830,41213,0.5,23.3
USC00514830,41214,0,25
USC00514830,41215,0,24.4
USC00514830,41216,0,27.2
USC00514830,41217,0,25.6
USC00514830,41218,0,23.9
USC00514830,41219,2.8,24.4
USC00514830,41220,1.3,25.6
USC00514830,41221,0,24.4
USC00514830,41222,0.3,25
USC00514830,41224,,25.6
USC00514830,41225,0,26.7
USC00514830,41226,2,24.4
USC00514830,41227,1.3,23.9
USC00514830,41228,12.2,23.9
USC00514830,41229,1.8,22.2
USC00514830,41230,2.3,23.9
USC00514830,41231,1.5,22.8
USC00514830,41232,0.8,23.9
USC00514830,41233,0.5,23.9
USC00514830,41234,0,22.8
USC00514830,41237,,25
USC00514830,41240,,23.3
USC00514830,41241,0,22.2
USC00514830,41242,0,22.2
USC00514830,41243,0,20.6
USC00514830,41244,0,20
USC00514830,41246,,26.1
USC00514830,41247,0,24.4
USC00514830,41248,2,22.8
USC00514830,41249,0,23.9
USC00514830,41250,0,21.7
USC00514830,41253,,24.4
USC00514830,41254,0,23.3
USC00514830,41255,0.8,22.8
USC00514830,41256,6.4,22.8
USC00514830,41257,5.6,23.3
USC00514830,41260,,22.8
USC00514830,41261,5.6,22.2
USC00514830,41262,7.4,24.4
USC00514830,41264,,23.9
USC00514830,41265,0,25
USC00514830,41267,,23.3
USC00514830,41269,,24.4
USC00514830,41271,,23.9
USC00514830,41274,,24.4
USC00514830,41276,,21.7
USC00514830,41277,7.1,21.1
USC00514830,41278,1.8,22.8
USC00514830,41279,5.1,22.2
USC00514830,41281,,23.3
USC00514830,41282,0.5,22.2
USC00514830,41283,11.2,23.3
USC00514830,41284,2.3,22.8
USC00514830,41285,0,22.2
USC00514830,41288,,23.3
USC00514830,41289,19.6,20.6
USC00514830,41290,0,18.9
USC00514830,41291,0.5,19.4
USC00514830,41292,0,23.9
USC00514830,41293,0.8,22.2
USC00514830,41295,,21.7
USC00514830,41296,0,21.7
USC00514830,41297,0,21.7
USC00514830,41298,11.4,21.1
USC00514830,41299,2.3,21.1
USC00514830,41300,0,23.9
USC00514830,41302,,19.4
USC00514830,41303,17.3,17.8
USC00514830,41304,0.5,22.2
USC00514830,41305,0.3,21.7
USC00514830,41306,0,23.3
USC00514830,41308,,22.8
USC00514830,41309,0,21.7
USC00514830,41310,1.5,22.2
USC00514830,41311,0.8,21.1
USC00514830,41312,9.9,22.8
USC00514830,41313,0,22.2
USC00514830,41316,,21.7
USC00514830,41317,0.3,21.1
USC00514830,41318,0,21.1
USC00514830,41319,0,21.1
USC00514830,41320,0,22.2
USC00514830,41321,1.5,23.3
USC00514830,41323,,22.2
USC00514830,41324,0,21.1
USC00514830,41325,8.6,22.2
USC00514830,41326,5.6,20
USC00514830,41327,35.6,21.1
USC00514830,41328,5.3,23.3
USC00514830,41330,,21.1
USC00514830,41331,6.4,21.7
USC00514830,41332,0.8,22.8
USC00514830,41333,0,22.2
USC00514830,41334,0,21.7
USC00514830,41335,0,22.2
USC00514830,41337,,22.8
USC00514830,41338,0,21.1
USC00514830,41339,0,22.2
USC00514830,41340,0.5,18.9
USC00514830,41341,3.3,19.4
USC00514830,41343,,20.6
USC00514830,41344,6.9,19.4
USC00514830,41345,0,20.6
USC00514830,41346,0,21.7
USC00514830,41347,0,20.6
USC00514830,41352,4.8,21.1
USC00514830,41353,0,23.3
USC00514830,41354,0,23.3
USC00514830,41361,7.1,23.9
USC00514830,41362,1,22.8
USC00514830,41365,,20
USC00514830,41366,0,20
USC00514830,41367,0,21.7
USC00514830,41368,0,22.8
USC00514830,41371,,24.4
USC00514830,41372,0,23.9
USC00514830,41373,5.1,23.9
USC00514830,41374,0,24.4
USC00514830,41375,0.3,24.4
USC00514830,41376,1.3,23.3
USC00514830,41377,0,22.8
USC00514830,41378,0,27.2
USC00514830,41379,14.5,23.9
USC00514830,41380,1.8,23.3
USC00514830,41381,0,24.4
USC00514830,41382,0,24.4
USC00514830,41383,5.6,22.8
USC00514830,41384,1.3,25
USC00514830,41386,,23.3
USC00514830,41387,8.1,25
USC00514830,41388,38.6,20.6
USC00514830,41389,0.3,25
USC00514830,41390,0,24.4
USC00514830,41393,,27.2
USC00514830,41394,0,24.4
USC00514830,41395,0,25
USC00514830,41396,0.3,24.4
USC00514830,41397,0,25
USC00514830,41399,,24.4
USC00514830,41400,7.4,22.8
USC00514830,41401,0,23.9
USC00514830,41402,0,23.3
USC00514830,41403,0,23.9
USC00514830,41404,1,22.2
USC00514830,41406,,21.7
USC00514830,41407,1.5,24.4
USC00514830,41408,0,25
USC00514830,41409,0,25.6
USC00514830,41410,2.5,23.9
USC00514830,41411,0.8,23.9
USC00514830,41414,,22.8
USC00514830,41415,0,22.8
USC00514830,41416,0,24.4
USC00514830,41417,0,25
USC00514830,41418,0,25
USC00514830,41419,2,24.4
USC00514830,41421,,24.4
USC00514830,41422,2.3,24.4
USC00514830,41423,16,23.3
USC00514830,41424,27.2,25
USC00514830,41425,0,24.4
USC00514830,41428,,25.6
USC00514830,41429,0,24.4
USC00514830,41430,0,25.6
USC00514830,41431,0,24.4
USC00514830,41432,0.3,24.4
USC00514830,41433,0,25.6
USC00514830,41434,0.3,26.1
USC00514830,41435,0,25
USC00514830,41436,0,24.4
USC00514830,41437,1,25
USC00514830,41438,2,25
USC00514830,41439,0.8,24.4
USC00514830,41441,,25.6
USC00514830,41442,1,24.4
USC00514830,41443,1,24.4
USC00514830,41444,2,25
USC00514830,41445,0.3,21.7
USC00514830,41450,,23.3
USC00514830,41451,4.3,22.2
USC00514830,41452,0,25
USC00514830,41456,0,24.4
USC00514830,41457,3.6,23.9
USC00514830,41458,0.8,23.9
USC00514830,41459,0,26.1
USC00514830,41460,0,23.9
USC00514830,41461,0,26.1
USC00514830,41463,,26.1
USC00514830,41464,0,26.1
USC00514830,41465,3,23.3
USC00514830,41466,0.3,24.4
USC00514830,41467,3,24.4
USC00514830,41468,3.8,25.6
USC00514830,41469,0,26.7
USC00514830,41470,0,25.6
USC00514830,41471,0,25
USC00514830,41472,0,25
USC00514830,41473,0,24.4
USC00514830,41474,1.3,25.6
USC00514830,41475,2,26.1
USC00514830,41477,,24.4
USC00514830,41478,3.6,24.4
USC00514830,41479,0,25
USC00514830,41480,0,25
USC00514830,41481,0,25
USC00514830,41482,0,26.1
USC00514830,41484,,25
USC00514830,41485,2.8,25.6
USC00514830,41486,1.3,23.3
USC00514830,41505,,25
USC00514830,41506,0,24.4
USC00514830,41507,10.9,25
USC00514830,41508,0,26.1
USC00514830,41509,0,24.4
USC00514830,41511,,27.2
USC00514830,41512,0,26.1
USC00514830,41513,0,25.6
USC00514830,41514,0,26.7
USC00514830,41515,0.3,25
USC00514830,41516,1,26.7
USC00514830,41517,0,27.2
USC00514830,41519,,26.7
USC00514830,41520,0,26.1
USC00514830,41521,0.3,25.6
USC00514830,41522,0,25.6
USC00514830,41523,0,25.6
USC00514830,41524,9.1,27.2
USC00514830,41526,,26.1
USC00514830,41527,0,26.1
USC00514830,41528,2,24.4
USC00514830,41529,0,25
USC00514830,41530,21.6,23.3
USC00514830,41531,0.5,27.8
USC00514830,41533,,27.2
USC00514830,41534,5.3,23.9
USC00514830,41535,0.8,26.7
USC00514830,41536,0,26.1
USC00514830,41537,0,25.6
USC00514830,41539,,27.2
USC00514830,41540,1,24.4
USC00514830,41541,4.3,25.6
USC00514830,41542,3,25.6
USC00514830,41543,4.8,25
USC00514830,41544,0,25.6
USC00514830,41545,0,27.2
USC00514830,41547,,26.7
USC00514830,41548,1.3,25.6
USC00514830,41549,0,26.7
USC00514830,41550,0,26.1
USC00514830,41551,0,25
USC00514830,41553,,25.6
USC00514830,41554,6.1,25.6
USC00514830,41555,0.3,25.6
USC00514830,41556,7.9,24.4
USC00514830,41557,0,25.6
USC00514830,41558,49.5,25
USC00514830,41561,,24.4
USC00514830,41562,2.3,24.4
USC00514830,41563,0.5,24.4
USC00514830,41564,0,25
USC00514830,41565,0.3,24.4
USC00514830,41566,1.3,22.8
USC00514830,41567,0,25
USC00514830,41568,0,23.9
USC00514830,41569,0,24.4
USC00514830,41570,0,25
USC00514830,41571,0,24.4
USC00514830,41572,0,24.4
USC00514830,41573,0,26.7
USC00514830,41575,,24.4
USC00514830,41576,0,25.6
USC00514830,41577,0,25.6
USC00514830,41578,2.5,25
USC00514830,41579,0,25
USC00514830,41582,,25.6
USC00514830,41583,0,23.3
USC00514830,41584,3.6,22.8
USC00514830,41585,15.7,23.3
USC00514830,41586,39.4,23.3
USC00514830,41587,22.1,22.8
USC00514830,41588,70.4,25
USC00514830,41589,8.1,23.3
USC00514830,41590,0.8,21.1
USC00514830,41591,0,18.3
USC00514830,41592,0,22.8
USC00514830,41593,11.9,23.9
USC00514830,41594,0,26.1
USC00514830,41595,0,25.6
USC00514830,41596,1,23.3
USC00514830,41597,0,23.9
USC00514830,41598,0,23.3
USC00514830,41599,0,23.3
USC00514830,41600,0,22.8
USC00514830,41601,2.3,23.9
USC00514830,41603,,25.6
USC00514830,41604,0,25
USC00514830,41605,0,25
USC00514830,41607,,25
USC00514830,41608,6.6,26.1
USC00514830,41610,,22.8
USC00514830,41611,5.1,23.9
USC00514830,41612,0,22.8
USC00514830,41613,0,22.8
USC00514830,41614,1.3,23.3
USC00514830,41615,1,25.6
USC00514830,41616,0,25.6
USC00514830,41617,0,25.6
USC00514830,41618,1.3,23.9
USC00514830,41619,0,23.9
USC00514830,41620,0,23.9
USC00514830,41621,1.8,23.3
USC00514830,41622,0,25
USC00514830,41624,,22.2
USC00514830,41625,0,22.2
USC00514830,41626,0.5,22.8
USC00514830,41627,13.2,21.7
USC00514830,41628,2.5,23.9
USC00514830,41629,1.8,24.4
USC00514830,41631,,23.3
USC00514830,41632,0,23.9
USC00514830,41634,,23.3
USC00514830,41635,0.8,23.9
USC00514830,41636,0.3,22.8
USC00514830,41637,0,22.2
USC00514830,41638,0,22.2
USC00514830,41639,5.8,23.9
USC00514830,41641,,23.9
USC00514830,41642,8.9,21.7
USC00514830,41643,0,22.8
USC00514830,41645,,22.8
USC00514830,41646,0,21.7
USC00514830,41647,0,21.7
USC00514830,41648,0.3,21.1
USC00514830,41649,0.8,23.3
USC00514830,41650,15.7,23.9
USC00514830,41652,,21.1
USC00514830,41653,15,23.3
USC00514830,41654,0,23.3
USC00514830,41655,0.3,22.8
USC00514830,41656,0,23.9
USC00514830,41657,0,23.3
USC00514830,41659,,21.7
USC00514830,41660,0,22.2
USC00514830,41662,,20
USC00514830,41663,0,18.9
USC00514830,41666,,18.9
USC00514830,41667,3.3,20.6
USC00514830,41668,6.1,20.6
USC00514830,41669,4.8,21.1
USC00514830,41670,0,21.7
USC00514830,41673,,21.7
USC00514830,41674,28.4,18.3
USC00514830,41675,2,23.9
USC00514830,41676,4.6,21.7
USC00514830,41677,6.4,21.1
USC00514830,41680,,23.9
USC00514830,41681,0,20
USC00514830,41682,0,22.8
USC00514830,41683,0,21.7
USC00514830,41684,0.5,22.2
USC00514830,41685,4.1,21.7
USC00514830,41687,,22.2
USC00514830,41688,0.8,23.3
USC00514830,41689,3.3,21.7
USC00514830,41696,0,21.1
USC00514830,41697,0.5,21.1
USC00514830,41698,0.5,24.4
USC00514830,41699,5.8,24.4
USC00514830,41700,5.8,19.4
USC00514830,41701,4.1,22.2
USC00514830,41702,0,21.7
USC00514830,41703,0,20.6
USC00514830,41704,0,23.9
USC00514830,41705,0,23.9
USC00514830,41706,10.7,20.6
USC00514830,41708,,23.9
USC00514830,41709,0,23.3
USC00514830,41710,0,23.3
USC00514830,41711,0,23.9
USC00514830,41712,0,23.9
USC00514830,41714,,21.1
USC00514830,41715,0.8,21.1
USC00514830,41716,0,21.1
USC00514830,41717,0,22.8
USC00514830,41718,0,23.9
USC00514830,41719,0,22.2
USC00514830,41728,,23.3
USC00514830,41729,2.8,23.3
USC00514830,41730,0,24.4
USC00514830,41731,3.3,23.3
USC00514830,41732,1,23.9
USC00514830,41733,0,23.3
USC00514830,41734,0,23.9
USC00514830,41735,4.8,24.4
USC00514830,41736,7.9,21.1
USC00514830,41737,0,21.7
USC00514830,41738,0,22.2
USC00514830,41739,0,21.7
USC00514830,41740,0,23.9
USC00514830,41741,1,21.1
USC00514830,41742,0,22.8
USC00514830,41743,0,23.9
USC00514830,41744,0.5,23.3
USC00514830,41745,0,22.8
USC00514830,41746,1.5,24.4
USC00514830,41747,0.8,23.3
USC00514830,41749,,25
USC00514830,41750,3,22.8
USC00514830,41751,2.3,24.4
USC00514830,41752,0,23.3
USC00514830,41753,0,23.9
USC00514830,41754,6.4,24.4
USC00514830,41757,,24.4
USC00514830,41758,0,22.2
USC00514830,41759,5.3,21.7
USC00514830,41760,0,21.7
USC00514830,41761,2.3,22.2
USC00514830,41762,0.3,25
USC00514830,41763,0,25.6
USC00514830,41764,0,25
USC00514830,41765,0.3,25.6
USC00514830,41766,0,23.9
USC00514830,41767,0.5,25
USC00514830,41768,5.6,25.6
USC00514830,41771,,22.8
USC00514830,41772,0,22.8
USC00514830,41773,0.3,22.2
USC00514830,41774,0,25
USC00514830,41775,9.4,23.9
USC00514830,41776,0.3,24.4
USC00514830,41778,,25
USC00514830,41779,1.8,25
USC00514830,41780,0,25
USC00514830,41781,1,25
USC00514830,41782,0,25.6
USC00514830,41785,,22.8
USC00514830,41786,22.9,25
USC00514830,41787,2.3,25
USC00514830,41788,0.5,25.6
USC00514830,41789,0,25
USC00514830,41791,,25
USC00514830,41792,0.5,25.6
USC00514830,41793,0,25
USC00514830,41794,0,25
USC00514830,41795,0,24.4
USC00514830,41796,3.3,23.9
USC00514830,41797,1,26.1
USC00514830,41799,,23.9
USC00514830,41800,4.1,22.8
USC00514830,41801,4.3,24.4
USC00514830,41802,0,25.6
USC00514830,41803,0,25
USC00514830,41804,0,25.6
USC00514830,41806,,24.4
USC00514830,41807,9.9,23.9
USC00514830,41808,2,24.4
USC00514830,41809,3.6,25
USC00514830,41810,1.8,23.3
USC00514830,41811,2.8,25.6
USC00514830,41813,,25
USC00514830,41814,0.8,25
USC00514830,41815,2.5,23.3
USC00514830,41816,2,23.3
USC00514830,41817,2,25.6
USC00514830,41819,,26.1
USC00514830,41820,1,26.1
USC00514830,41821,0,24.4
USC00514830,41822,0.8,26.1
USC00514830,41823,1.3,25.6
USC00514830,41824,0.8,25
USC00514830,41825,0.3,25.6
USC00514830,41826,1.3,26.1
USC00514830,41827,0,25
USC00514830,41828,0.5,24.4
USC00514830,41829,2.3,25.6
USC00514830,41830,0.8,25.6
USC00514830,41831,0,23.9
USC00514830,41832,0.3,27.2
USC00514830,41833,3.6,25.6
USC00514830,41834,3.8,25.6
USC00514830,41835,0.3,25.6
USC00514830,41836,8.1,25.6
USC00514830,41837,1,25.6
USC00514830,41838,2.3,26.1
USC00514830,41839,0,26.7
USC00514830,41840,292.9,24.4
USC00514830,41841,14.5,25.6
USC00514830,41842,1.3,25.6
USC00514830,41843,6.6,25
USC00514830,41844,0.5,25.6
USC00514830,41845,0.5,26.1
USC00514830,41847,,27.2
USC00514830,41848,0,26.1
USC00514830,41849,0,26.1
USC00514830,41850,0,26.1
USC00514830,41851,0,25.6
USC00514830,41852,0,26.1
USC00514830,41853,2.3,25.6
USC00514830,41855,,26.7
USC00514830,41856,0,26.1
USC00514830,41857,0.3,25.6
USC00514830,41858,7.4,26.1
